eye_angle,eye_lashes,eye_lid,chin_length,eyebrow_weight,eyebrow_shape,eyebrow_thickness,face_shape,facial_hair,hair,eye_color,face_color,hair_color,glasses,glasses_color,eye_slant,eyebrow_width,eye_eyebrow_distance,filename
 1,1,0,0,1,4,3,6,14,56,2,10,3,11,2,0,1,2,cs11180376374616185307.csv
 2,1,1,0,0,9,0,6,10,107,3,5,9,1,1,1,0,0,cs10490970417796245540.csv
 1,1,1,2,0,9,1,6,14,19,4,6,5,9,2,1,0,1,cs11285945815584565086.csv
 0,1,1,1,1,8,3,2,6,53,2,3,3,11,6,0,1,2,cs10100588603684897488.csv
 0,1,0,1,0,3,0,1,14,109,1,7,5,2,4,1,2,1,cs10901436304627026218.csv
 1,0,1,0,0,13,1,6,13,35,4,2,7,3,5,0,2,2,cs1041410516037063958.csv
 0,1,1,0,1,0,1,6,14,15,3,9,8,11,4,0,0,1,cs10898608627839368612.csv
 0,0,1,1,1,8,0,2,1,72,4,1,3,5,1,0,0,0,cs10096310313976046987.csv
 0,1,0,2,1,0,3,0,14,74,2,0,4,0,1,0,0,0,cs10052010257399412429.csv
 2,0,0,0,0,2,1,4,14,33,1,6,8,11,0,1,1,2,cs10064156675709075008.csv
 0,1,0,0,0,10,3,6,14,94,4,6,7,6,1,0,0,1,cs10981288555873508481.csv
 1,0,1,1,0,8,0,6,11,51,2,6,7,5,5,0,1,0,cs1060760170333803964.csv
 1,1,1,1,1,4,3,5,10,47,0,2,0,11,4,1,0,1,cs10872771866949322827.csv
 0,0,0,1,0,3,1,3,14,91,4,6,2,4,2,1,1,1,cs10921499750806832619.csv
 1,1,1,1,0,8,2,0,14,54,3,10,1,9,6,2,0,2,cs10959856469836406020.csv
 0,0,0,1,0,7,2,0,14,93,0,1,0,2,1,2,0,1,cs10763166858419457031.csv
 1,1,0,1,0,9,0,2,7,85,4,0,3,0,4,0,2,1,cs10682444021787701234.csv
 1,1,1,1,1,1,2,4,14,54,0,2,9,1,2,2,1,1,cs10285770890542792119.csv
 2,1,1,0,1,3,1,3,14,10,2,8,0,11,1,1,1,2,cs10084864227771315123.csv
 1,0,1,0,0,1,2,1,12,77,4,3,3,11,5,1,0,1,cs10567915474370276091.csv
 1,1,0,2,0,7,3,4,6,77,3,0,2,11,3,0,0,1,cs10728448219696216275.csv
 2,1,1,0,1,0,1,3,1,104,0,4,3,3,2,0,2,0,cs10845795999011746092.csv
 1,0,0,2,0,1,0,1,14,42,3,0,7,11,5,0,0,0,cs1083214831852510488.csv
 0,0,1,2,0,4,1,1,12,110,3,0,8,7,0,1,1,1,cs11495836560644161391.csv
 2,1,1,1,0,4,0,5,14,101,4,3,6,10,6,0,1,1,cs11268323985481937039.csv
 1,1,0,2,1,1,2,6,14,110,0,7,3,11,5,1,0,2,cs11144648534196541680.csv
 0,0,0,2,1,9,1,6,9,20,2,7,1,11,4,0,0,1,cs10930506333276975426.csv
 1,1,0,0,1,13,0,1,14,45,1,5,5,3,4,1,0,1,cs10465977350692212552.csv
 2,1,0,1,1,1,0,1,3,57,2,1,3,5,3,1,0,2,cs11177537280105403231.csv
 2,0,0,2,0,2,2,2,12,105,2,2,4,4,0,2,0,0,cs11461218859174444582.csv
 2,0,1,0,0,3,2,6,10,57,3,10,3,2,5,0,1,2,cs10470699039487038013.csv
 1,1,0,0,1,13,1,4,14,97,1,5,6,6,0,2,0,0,cs10113152652362594817.csv
 1,1,0,1,1,7,1,4,14,5,2,0,9,5,1,0,0,1,cs11174613028643441900.csv
 0,1,1,2,0,10,1,0,6,66,4,5,1,11,3,2,1,1,cs10719338937488709546.csv
 2,1,0,2,1,6,3,3,14,27,2,3,6,11,0,1,2,1,cs10511305289750403238.csv
 0,1,0,1,1,3,3,6,8,96,0,3,9,2,3,2,0,1,cs10160210232895572959.csv
 2,1,0,1,1,2,0,4,12,85,3,6,9,6,3,2,2,1,cs10245638094149690078.csv
 0,1,0,1,1,5,2,3,14,103,2,6,3,2,0,2,2,0,cs11490769198722832331.csv
 1,0,1,0,0,3,2,2,11,5,2,9,3,8,2,1,2,0,cs10173774215231344742.csv
 0,1,0,0,0,2,2,3,14,26,1,1,6,11,6,0,0,2,cs11225405002521487752.csv
 1,1,0,0,0,9,3,3,14,87,2,7,1,11,6,0,1,0,cs10829325029905624310.csv
 2,1,0,2,0,13,2,2,14,92,3,9,6,1,4,0,0,1,cs10526460990444744463.csv
 2,1,1,1,1,9,1,5,14,92,2,5,8,3,5,1,2,0,cs10476065677148380082.csv
 0,1,0,1,0,4,0,5,5,15,2,4,3,3,1,1,2,1,cs10983867478659902437.csv
 0,0,1,2,0,5,1,1,11,56,3,7,7,11,4,2,0,0,cs10093738269788936803.csv
 0,1,0,1,0,3,0,2,7,107,4,8,4,11,6,0,2,2,cs10589651025249442351.csv
 2,1,0,1,0,5,2,6,14,76,2,4,4,11,2,2,2,2,cs11158657597892378976.csv
 0,0,1,2,0,1,1,2,14,33,3,0,6,10,1,2,1,2,cs10076054060860242829.csv
 2,1,1,0,0,2,2,3,12,2,2,1,6,0,4,2,0,1,cs10132836454803799220.csv
 1,1,1,2,0,6,1,0,14,47,4,8,0,10,5,1,2,2,cs10820862704445700977.csv
 1,0,1,1,0,12,0,4,14,99,2,4,6,11,2,2,1,2,cs10745046667115654354.csv
 2,0,0,0,0,5,3,2,14,48,0,6,6,11,4,0,2,2,cs11255879907921588823.csv
 1,1,0,2,0,9,2,4,2,107,1,3,9,10,3,1,2,1,cs10850936389626259904.csv
 2,1,1,1,0,12,3,2,14,61,1,3,2,2,5,2,2,2,cs1100557493133571031.csv
 2,0,1,2,1,13,0,1,14,90,2,6,9,11,3,2,2,1,cs11311812907018517162.csv
 2,1,1,0,0,13,2,3,4,79,0,10,8,11,4,2,1,1,cs10054723958151621891.csv
 2,0,0,1,0,10,2,1,0,16,2,5,5,9,1,1,0,0,cs10935246756702053026.csv
 2,1,0,2,1,4,2,0,14,19,2,4,0,11,6,2,0,2,cs104983947614280485.csv
 0,0,0,1,1,6,0,2,14,47,2,9,9,11,5,2,2,0,cs10557763658396110369.csv
 1,1,1,0,1,2,2,6,4,2,2,0,2,2,1,0,2,0,cs11014996626100139713.csv
 1,0,0,0,0,6,1,0,14,19,3,8,3,4,6,2,2,1,cs10486588180002333263.csv
 1,1,0,0,0,8,0,6,14,55,1,1,8,11,6,2,0,1,cs10455326143973881699.csv
 0,1,1,1,1,8,1,5,14,10,1,1,8,9,5,1,0,2,cs10249810206673574318.csv
 1,1,1,1,0,0,3,6,14,15,4,2,4,3,4,0,1,2,cs10076986417840825567.csv
 0,1,1,1,1,13,1,5,14,62,4,9,1,7,6,1,0,2,cs10904119511937844181.csv
 1,0,1,0,0,13,3,0,11,62,2,4,2,6,2,2,1,1,cs10491398091246523247.csv
 0,0,1,1,1,9,0,3,6,107,4,10,5,10,3,0,2,0,cs11145020631123672305.csv
 0,1,0,1,0,3,2,4,8,68,3,0,6,5,1,2,1,1,cs11055178259817878888.csv
 2,0,1,1,1,1,3,2,14,28,1,3,8,11,2,2,2,0,cs10108330597365166084.csv
 0,1,0,1,1,7,3,5,9,38,1,4,6,7,6,0,2,0,cs10087424887260670978.csv
 1,0,1,2,0,5,3,5,1,41,2,10,4,10,4,1,0,1,cs10190252349942333424.csv
 0,0,0,1,0,9,0,5,1,2,0,9,5,11,2,2,0,1,cs1073575296088375477.csv
 2,1,0,0,0,1,3,2,14,3,2,8,3,11,1,2,0,1,cs11125009923048797045.csv
 1,0,1,2,1,13,1,3,14,18,1,9,5,11,1,2,1,0,cs10358261137068939319.csv
 2,1,1,2,1,1,1,2,14,71,1,2,4,11,4,2,0,0,cs10502683048904857838.csv
 2,0,0,1,1,3,1,3,3,8,0,5,8,6,4,2,2,2,cs10117243045946680451.csv
 2,0,1,1,1,2,2,2,14,31,4,0,8,11,6,1,2,0,cs10987521984591192626.csv
 0,1,0,2,0,2,1,4,14,50,0,4,5,10,6,1,1,2,cs10713898729629361774.csv
 1,1,0,2,1,4,3,6,14,30,2,2,7,4,4,1,1,1,cs10141365203341445793.csv
 2,0,1,0,1,9,0,5,14,63,1,10,3,11,2,2,1,0,cs10992046931952531758.csv
 1,0,1,2,0,11,1,0,14,56,2,4,1,11,3,2,1,2,cs11440556072954146518.csv
 0,0,0,2,1,5,3,1,14,63,1,3,9,8,6,0,0,1,cs10063591586457319038.csv
 1,1,0,1,0,7,0,6,5,46,2,8,4,11,5,1,2,2,cs11034201291785820105.csv
 1,1,1,0,1,11,2,6,3,55,2,9,1,4,6,2,0,1,cs10360454428312165725.csv
 0,1,1,1,0,2,2,4,14,52,1,0,6,3,4,1,1,2,cs10305588186903558219.csv
 2,1,0,0,0,5,1,6,6,54,0,1,8,10,0,2,1,2,cs10529088943411731392.csv
 1,1,0,1,0,3,1,2,14,26,1,7,6,8,2,2,2,1,cs10552566002772050452.csv
 0,1,1,2,0,8,2,4,14,102,0,8,7,7,2,1,1,2,cs10913623624498671090.csv
 0,0,1,0,0,2,2,0,14,42,0,0,1,3,1,2,1,0,cs11019877495377150546.csv
 0,0,0,2,0,1,0,0,14,62,1,5,4,0,1,0,2,2,cs10404398295492720806.csv
 1,1,0,2,0,2,2,4,13,14,2,1,7,11,6,0,0,1,cs10707601031847237140.csv
 1,0,0,0,1,13,2,4,5,91,0,9,1,11,5,0,1,0,cs10514876948918958691.csv
 1,0,1,1,1,4,2,2,11,77,4,8,6,7,0,1,0,1,cs11123921931244174467.csv
 2,1,1,2,0,5,3,5,10,79,0,5,2,11,6,1,1,0,cs11454780853159531841.csv
 2,1,1,0,1,4,2,2,14,109,0,7,0,11,1,1,1,2,cs11140427308785419362.csv
 1,0,0,0,0,10,1,1,14,11,4,0,2,11,6,1,0,0,cs11469338270299716810.csv
 1,1,0,2,0,7,3,3,5,69,3,9,7,8,1,2,1,2,cs10686154879492666014.csv
 2,0,1,0,0,7,1,1,14,81,3,7,4,11,3,0,1,0,cs11446220820072862382.csv
 0,1,0,0,0,1,0,2,14,67,0,2,4,11,5,1,1,2,cs1134464390895677502.csv
 0,1,1,0,0,6,0,2,0,50,1,0,3,11,6,2,1,2,cs11281383501747781280.csv
 2,0,0,0,0,5,1,2,3,56,1,6,4,0,6,2,0,2,cs10666132298568140846.csv
 0,1,0,0,0,3,0,6,11,63,4,4,1,0,6,2,0,0,cs11462470151148644108.csv
 1,0,1,0,1,11,3,3,2,90,3,8,1,11,2,2,2,0,cs10891310903471688592.csv
 1,1,0,2,1,12,3,1,0,20,1,6,4,11,2,2,2,2,cs10532095816043182709.csv
 1,0,0,0,0,0,0,2,14,47,3,1,2,11,1,0,2,0,cs11102617946274416173.csv
 0,0,1,2,0,9,2,3,2,61,1,9,6,11,1,0,2,1,cs11313788852541780801.csv
 0,0,1,2,0,7,0,0,14,109,3,2,8,4,4,1,2,1,cs10012972889335780045.csv
 2,0,0,2,0,0,0,2,10,22,1,5,7,11,4,2,2,2,cs10391252350548173390.csv
 1,1,0,0,1,11,3,6,14,108,0,3,9,10,6,1,0,2,cs10733747730745849703.csv
 1,1,0,0,1,11,2,4,14,11,0,6,4,3,5,0,2,0,cs10879021287454614723.csv
 2,1,1,1,0,9,1,1,14,44,0,7,0,11,6,1,0,0,cs10278110952998294938.csv
 0,0,1,1,1,1,1,4,8,106,2,4,2,11,4,0,2,2,cs10417429515290309425.csv
 2,1,1,1,1,11,1,0,3,71,1,10,1,5,2,1,2,2,cs10501082147109960706.csv
 1,1,1,0,0,4,2,6,11,16,1,10,6,7,5,0,2,1,cs1030752927826371954.csv
 1,1,0,0,0,7,3,1,14,79,0,10,4,4,4,1,1,2,cs10128926284279074699.csv
 0,0,1,1,0,13,1,2,1,37,2,5,6,4,5,1,0,0,cs10729344252390709506.csv
 0,1,0,1,0,9,1,3,13,65,4,6,9,11,0,0,0,2,cs11199336869525334588.csv
 1,0,1,2,1,5,2,3,0,79,2,9,2,11,3,0,1,1,cs10837394104882291404.csv
 1,1,0,0,1,5,3,1,14,35,4,1,0,11,6,1,2,1,cs10851382670027901530.csv
 2,0,1,2,0,12,3,1,4,85,3,7,1,11,6,1,2,2,cs10653877224908377001.csv
 0,1,0,0,0,4,0,5,14,17,1,8,8,11,6,2,0,2,cs10792961572737258489.csv
 0,0,1,1,1,13,1,4,14,20,4,7,5,11,2,1,1,1,cs11344564432207066120.csv
 1,0,1,1,0,4,3,4,1,103,1,1,7,2,5,1,1,0,cs10623362641922172749.csv
 2,0,1,2,0,13,3,0,14,78,2,5,1,11,3,2,1,0,cs10625720115064941896.csv
 2,1,1,1,0,12,2,5,14,58,3,5,1,4,4,2,0,1,cs10134337844196044451.csv
 0,0,1,2,1,8,2,5,2,94,1,6,8,11,0,0,2,2,cs11162005297798346949.csv
 2,1,1,2,1,9,3,2,1,72,2,5,0,2,1,2,1,0,cs114572491926134293.csv
 0,0,0,1,1,11,1,1,9,44,4,6,1,8,0,1,0,0,cs10944938404263034082.csv
 0,0,0,0,0,10,0,6,14,94,3,9,6,11,1,2,0,1,cs11044097563332015334.csv
 2,1,1,2,0,1,2,3,14,70,3,7,9,11,6,1,0,2,cs11153951803968908136.csv
 2,0,0,1,1,12,0,1,11,60,1,2,2,10,6,1,2,1,cs10302784607921749746.csv
 1,0,1,2,1,7,3,6,11,53,4,5,8,11,4,0,2,1,cs11254235899746082353.csv
 2,1,0,0,1,9,1,3,14,95,4,6,1,11,5,1,2,0,cs10779095003220893281.csv
 0,1,0,1,1,10,3,6,1,68,2,0,4,7,3,1,2,0,cs10090998284374831921.csv
 0,0,0,0,1,10,1,1,11,82,0,8,7,11,2,2,0,1,cs10603076573938498948.csv
 1,0,1,2,1,4,1,6,14,71,1,7,0,11,5,1,1,0,cs1113080672465802980.csv
 0,0,1,1,1,2,1,6,3,19,2,7,3,11,2,1,1,2,cs10250289319101330544.csv
 2,1,1,2,0,11,3,0,14,74,2,3,0,5,6,0,1,2,cs10954920329505566883.csv
 0,1,0,2,1,4,2,3,14,26,4,5,7,7,1,0,1,1,cs10108620332816212700.csv
 0,0,0,2,1,13,0,4,14,43,4,4,2,11,2,0,2,2,cs1128472508097348310.csv
 0,0,0,2,0,7,3,6,2,47,1,3,8,11,6,2,0,1,cs10152654458691715735.csv
 0,0,1,1,1,2,0,2,14,88,4,7,4,9,6,0,2,2,cs10344517733477585797.csv
 1,0,1,0,0,0,0,5,14,104,3,2,3,10,4,0,2,2,cs10075099901414771801.csv
 0,1,1,1,0,2,1,6,14,69,2,4,8,11,2,0,2,0,cs11096544223631046900.csv
 1,1,0,1,0,13,0,0,13,73,2,6,5,11,5,0,0,2,cs11113363430152205366.csv
 0,0,0,1,1,8,2,2,7,107,1,4,6,11,1,1,0,0,cs10355407661266895133.csv
 1,0,0,2,1,8,1,3,12,64,0,8,4,11,0,0,0,2,cs11012741377135423567.csv
 2,0,0,2,1,11,2,2,14,2,0,1,4,11,5,0,1,1,cs11247941270819715179.csv
 0,0,1,0,0,12,2,3,14,8,2,8,8,11,3,1,2,2,cs10879828169857725647.csv
 0,1,0,0,0,2,1,3,14,25,4,0,8,7,6,1,1,1,cs10588228378176197640.csv
 1,0,1,0,1,4,2,3,2,78,2,4,1,5,6,0,2,1,cs10081743199099927175.csv
 1,0,1,2,1,13,0,4,8,10,4,3,0,5,3,2,2,2,cs11090223736855451409.csv
 0,0,1,0,0,3,2,0,6,15,0,8,6,11,1,2,0,1,cs10565444719687698831.csv
 2,0,0,2,0,0,2,2,14,75,1,4,0,1,0,1,0,0,cs10621633959661110015.csv
 0,1,0,0,1,3,3,1,11,56,4,4,1,9,4,2,0,1,cs10503409716530427127.csv
 1,0,1,0,1,6,0,4,14,1,0,6,0,11,0,1,0,0,cs11200752989921752975.csv
 0,0,1,0,0,8,0,2,14,105,1,1,6,11,3,1,2,0,cs11312700408798666907.csv
 0,0,0,1,1,3,2,3,14,91,3,9,2,11,2,0,1,2,cs11399806986520379240.csv
 2,0,1,0,0,2,0,6,14,46,3,6,5,1,5,2,1,2,cs10317680595669552252.csv
 0,1,0,2,1,5,0,1,12,86,1,5,2,8,1,2,0,2,cs10097174546549086398.csv
 2,1,0,2,1,9,3,2,8,100,3,7,3,11,2,1,0,0,cs1118174184925773732.csv
 1,1,1,2,1,4,0,0,10,28,2,6,7,0,4,2,1,2,cs11277473001131576936.csv
 1,1,1,0,1,2,3,5,14,53,0,1,5,3,2,2,1,0,cs10249246790487341971.csv
 2,0,1,0,0,3,2,4,14,48,0,1,8,11,1,2,1,2,cs1111361205387553465.csv
 0,1,0,0,1,9,1,4,14,101,0,4,0,11,0,2,2,1,cs10739470971319684761.csv
 1,0,1,1,0,2,2,2,11,26,4,10,7,7,2,1,0,1,cs11421824435267777859.csv
 0,0,0,2,0,7,0,3,14,32,4,9,4,0,2,2,0,1,cs10739487658754636564.csv
 2,0,0,0,0,0,0,2,12,5,1,10,3,3,1,0,0,0,cs10213005554688595362.csv
 1,1,0,2,0,12,2,4,14,33,3,0,0,8,4,0,2,0,cs10877636855432974585.csv
 1,0,1,2,0,2,1,5,14,109,1,0,7,1,2,1,2,0,cs11251143335388684368.csv
 0,0,1,2,1,13,3,0,14,11,4,7,9,0,4,2,0,2,cs1086346597399996801.csv
 1,1,0,0,1,7,0,6,0,101,4,10,9,2,2,2,2,1,cs10808935991385456830.csv
 1,0,0,1,1,5,1,1,14,53,4,8,8,4,1,0,0,2,cs11444387058197784458.csv
 0,1,1,2,1,7,1,2,14,37,3,9,6,11,3,0,0,0,cs11157066228214030694.csv
 1,1,0,2,1,13,2,0,7,54,1,1,5,10,3,1,2,1,cs10470404478135601232.csv
 2,1,1,1,0,11,0,3,14,69,3,5,2,11,0,0,0,2,cs11389418256849586180.csv
 0,1,0,2,1,3,1,2,3,22,3,0,3,5,6,2,0,2,cs10562228899154031136.csv
 1,1,1,2,1,4,0,2,2,33,2,9,6,11,3,1,1,1,cs10724871515490690234.csv
 2,0,0,0,1,5,0,5,7,0,1,8,3,11,2,2,1,2,cs10450948695594447276.csv
 0,1,1,2,1,6,2,1,11,101,0,1,1,11,3,1,2,0,cs10947697724102917066.csv
 1,1,0,1,1,1,2,3,14,67,4,3,8,8,4,0,1,2,cs11175053207170879914.csv
 0,0,1,1,1,8,2,0,2,17,0,8,1,11,6,1,0,2,cs11417837878125513176.csv
 1,0,0,1,0,0,3,4,14,93,2,0,4,11,4,1,0,2,cs11484153065716911216.csv
 2,1,0,0,1,0,2,4,5,94,2,0,9,10,6,0,1,1,cs10606350539445344567.csv
 0,0,0,0,1,0,1,0,14,59,0,1,5,9,4,1,2,2,cs10472872866781821623.csv
 0,1,1,0,0,9,1,2,14,106,2,3,7,11,5,1,0,2,cs10090189730675071296.csv
 1,1,0,2,1,6,2,6,3,68,3,4,3,4,6,0,2,1,cs10671522381803246449.csv
 2,0,1,1,0,4,3,3,3,35,2,7,9,11,3,2,0,1,cs11291278680999783586.csv
 0,0,1,1,1,13,1,4,3,72,4,7,0,11,2,1,0,2,cs10160230208681989343.csv
 0,0,0,1,0,13,1,2,14,10,1,0,0,11,3,0,2,0,cs10843296019872911324.csv
 0,0,0,1,0,11,1,0,14,24,3,10,4,0,5,2,2,1,cs10181816936144349334.csv
 0,0,0,2,0,9,2,4,14,87,4,10,1,11,6,1,1,0,cs10733904604909298769.csv
 0,1,1,2,0,12,0,6,12,108,2,7,2,2,4,0,2,2,cs10663355459061532720.csv
 0,1,1,2,1,4,2,2,14,69,1,6,0,6,5,2,2,2,cs10134383438229439552.csv
 0,0,0,0,0,1,3,2,14,80,4,0,6,11,5,0,0,0,cs1071415687011202963.csv
 0,0,0,2,0,13,3,4,6,36,3,8,4,11,3,2,2,2,cs10424266871984959541.csv
 0,1,1,1,1,4,2,5,14,108,0,8,3,11,1,2,0,2,cs10726332113727590602.csv
 1,0,0,2,1,0,2,6,14,81,2,9,9,11,3,1,2,0,cs11209419768931429309.csv
 0,0,1,2,0,12,1,6,4,33,1,2,0,11,2,0,1,2,cs10579894580438594576.csv
 1,0,0,1,1,12,0,6,14,91,0,6,5,8,2,2,1,2,cs10805174554414034989.csv
 0,0,1,1,1,6,3,3,14,89,3,10,7,4,2,2,1,1,cs11306505091381589571.csv
 1,0,0,1,1,2,0,1,3,36,4,7,6,3,1,1,2,0,cs11400454956566033128.csv
 0,0,0,0,1,9,0,6,14,50,0,5,4,1,5,0,1,0,cs10252400537084737431.csv
 1,0,1,0,0,8,0,3,4,65,1,6,8,11,2,1,0,2,cs10871604503726772031.csv
 2,0,0,0,0,10,3,6,14,66,3,2,5,11,0,0,2,2,cs10467595453284544920.csv
 2,1,0,2,0,6,2,0,6,72,4,7,6,11,6,1,2,2,cs10932058252516828691.csv
 2,1,0,0,1,13,1,6,14,66,2,5,2,11,1,1,1,1,cs10414206095379960933.csv
 0,1,0,1,1,9,1,3,14,76,1,10,0,8,3,0,1,1,cs11159983853684089662.csv
 1,0,0,0,0,13,2,3,3,12,1,1,2,2,5,2,1,0,cs10331215467954026102.csv
 2,0,1,1,0,10,1,0,14,16,2,2,2,11,1,1,1,1,cs10543363466981666683.csv
 1,1,1,2,0,5,2,3,5,39,2,8,3,11,6,2,1,0,cs10885605174744114352.csv
 1,0,1,1,0,3,3,6,14,11,1,6,3,11,3,1,1,1,cs10825783826272387395.csv
 1,1,0,2,0,10,0,2,6,85,4,0,1,11,2,1,0,0,cs10685470807520933068.csv
 1,1,0,0,1,2,2,1,12,4,0,9,3,6,6,0,1,0,cs11197587306742619467.csv
 1,0,0,0,0,9,0,3,11,68,0,3,6,7,6,2,1,2,cs11115774343622979608.csv
 1,1,0,2,0,6,0,4,14,61,1,2,7,9,6,0,1,0,cs11188412399428292019.csv
 2,0,1,1,0,1,3,2,3,89,0,1,1,11,6,2,2,2,cs10588330161057554810.csv
 2,0,0,1,1,1,0,2,14,101,2,7,2,11,1,0,1,1,cs10721437038208274618.csv
 1,1,1,0,1,13,2,4,14,104,2,10,0,3,5,1,2,0,cs11097168011526141682.csv
 2,0,1,0,0,7,0,5,7,22,4,9,2,11,0,1,1,2,cs10155622415309236523.csv
 1,1,0,0,1,12,1,4,14,54,4,3,3,3,2,1,2,0,cs11014505005292811516.csv
 1,1,1,2,0,11,0,6,5,0,2,8,1,0,4,1,0,1,cs11229758862316968125.csv
 2,1,0,0,0,1,2,1,14,101,4,2,6,7,5,2,1,2,cs11007836227924175225.csv
 2,0,0,0,0,7,1,1,14,86,3,1,2,8,0,0,2,0,cs10638813712019428183.csv
 1,1,0,1,1,4,3,5,14,66,1,4,8,11,2,2,0,0,cs11340075454314011462.csv
 0,0,1,0,0,5,1,1,6,46,4,0,6,2,3,1,2,1,cs10992917109784096618.csv
 0,1,0,0,0,0,0,3,8,44,3,5,4,1,5,0,2,0,cs10838547876984934298.csv
 2,0,0,2,0,3,0,4,14,48,0,6,8,7,5,0,0,0,cs11409693418162343871.csv
 1,1,1,1,1,11,0,0,11,88,3,1,2,1,1,0,1,1,cs10764041981194249117.csv
 2,0,1,1,0,4,3,4,14,13,0,9,4,4,2,2,0,1,cs11200613167362929624.csv
 2,1,0,2,0,6,2,2,4,30,4,9,5,11,4,2,2,1,cs10616267386427199458.csv
 1,1,1,2,1,2,2,3,14,23,3,9,1,4,1,2,1,0,cs10578214463680878348.csv
 1,0,1,2,0,0,3,1,14,78,3,1,9,11,0,1,2,1,cs10562760995666790222.csv
 0,1,0,2,0,11,3,2,5,23,4,7,1,10,2,1,0,2,cs11126358292421562798.csv
 2,0,1,1,0,2,0,2,14,71,4,7,4,5,0,1,2,0,cs10261997213822098965.csv
 0,0,0,0,0,2,0,0,14,64,2,10,3,11,4,2,0,1,cs11121068396986743772.csv
 1,1,0,2,0,10,2,6,14,30,0,5,4,6,2,0,1,0,cs11444691759642933980.csv
 0,1,0,0,0,7,2,4,14,3,2,2,5,3,3,1,0,1,cs11038666958617341378.csv
 2,0,0,2,1,9,0,3,14,25,1,9,7,11,1,2,2,1,cs11106072120961759176.csv
 1,0,1,1,1,12,3,2,13,15,0,7,1,0,5,2,2,1,cs11449103524763248223.csv
 0,0,1,2,0,3,2,6,5,32,1,3,3,11,4,0,1,1,cs10296111213976043463.csv
 1,1,0,2,1,9,0,5,8,67,1,3,2,11,5,0,2,0,cs11161423433873210246.csv
 0,0,1,2,0,6,0,1,4,65,1,10,9,5,6,0,0,0,cs1033022687295734702.csv
 1,0,1,0,1,3,1,6,2,83,1,8,9,7,2,1,1,0,cs10927675848040043595.csv
 2,1,0,2,1,8,3,0,14,87,2,8,6,10,3,1,1,1,cs11273141278950265143.csv
 0,0,0,2,0,11,3,1,5,31,3,2,5,11,4,0,0,1,cs11073898730996325022.csv
 1,1,1,1,0,8,2,5,14,5,0,7,8,11,2,1,0,1,cs10545025015443171458.csv
 0,0,1,0,1,9,2,4,14,94,2,10,2,9,0,0,0,0,cs10813475672038954795.csv
 2,0,0,1,0,8,2,6,14,14,3,8,6,11,5,1,1,2,cs10394020587665067545.csv
 0,0,1,0,0,2,3,5,14,24,0,5,7,10,2,0,2,0,cs11229559246772938740.csv
 0,1,1,0,1,11,0,2,14,62,0,1,1,4,2,1,2,0,cs10307329621428997222.csv
 1,0,1,0,0,12,0,1,6,78,1,5,7,11,5,2,2,0,cs10269422514817279172.csv
 1,0,0,2,1,2,2,4,14,92,4,0,5,11,6,2,0,0,cs11112986417327314958.csv
 1,1,1,0,1,13,1,6,14,24,1,8,7,3,2,0,1,2,cs11498939292983011494.csv
 1,0,0,0,1,11,3,3,14,31,3,2,4,1,5,1,0,0,cs10278010973581727705.csv
 1,1,1,2,1,0,2,1,14,98,4,9,7,11,4,1,2,1,cs11116791074274497071.csv
 1,1,1,1,0,11,1,5,14,93,0,3,7,4,2,2,1,2,cs10515132982796011073.csv
 2,0,1,2,0,1,0,2,9,55,1,8,8,10,2,0,0,2,cs10069673568625732350.csv
 0,0,0,1,0,13,2,2,12,85,4,9,3,0,0,0,2,1,cs11488830939466242787.csv
 1,0,1,1,0,0,2,5,14,21,1,5,3,0,1,1,1,1,cs11137257358885041395.csv
 0,1,0,2,0,7,3,4,14,96,4,0,1,5,4,0,1,1,cs11487038856963974796.csv
 0,1,1,1,0,13,0,0,8,109,0,8,9,7,3,2,0,1,cs11269841662474035704.csv
 0,1,0,1,0,2,3,6,14,61,4,5,9,1,4,2,0,0,cs1011578310299075886.csv
 2,0,1,2,0,3,2,6,6,59,3,1,2,11,5,2,2,0,cs11397905783184812815.csv
 1,1,0,1,0,0,2,2,10,105,0,10,1,6,5,1,2,1,cs11297924751900205015.csv
 2,0,0,0,0,8,2,6,14,81,3,7,5,11,3,0,2,1,cs10591403549516373117.csv
 0,1,0,0,0,13,0,2,14,14,3,0,9,11,6,0,0,1,cs10497074398658600598.csv
 2,0,0,2,1,2,3,5,5,92,1,9,1,11,3,2,2,0,cs10560448572162936500.csv
 0,1,0,0,0,10,0,3,14,63,1,9,7,11,3,0,2,1,cs10410253885813646400.csv
 2,1,0,2,0,5,1,4,2,8,3,4,7,11,2,1,1,0,cs10706771415712931878.csv
 0,1,1,1,1,8,2,5,14,36,1,0,1,11,2,1,0,0,cs11312581729537094372.csv
 2,0,0,0,0,6,2,1,13,69,1,6,1,11,5,0,0,0,cs11039069356877346303.csv
 0,0,0,2,0,11,2,6,3,86,4,2,0,7,3,2,1,1,cs10397741964112248189.csv
 2,1,0,1,1,7,3,4,3,20,0,3,1,11,2,1,2,0,cs10468133423939373259.csv
 1,1,0,2,0,13,3,4,14,69,4,0,2,11,4,0,0,2,cs10178062786308506712.csv
 1,1,1,0,1,5,0,2,0,4,0,0,4,11,6,0,1,0,cs11368798181372563903.csv
 1,1,1,2,0,9,3,0,3,57,3,2,2,9,1,2,1,2,cs1097188115655932015.csv
