house	personality	herbology	quidditch rank
3	1	1.0	536.14294
1	2	1.0	436.8699
1	3	1.0	474.39825
3	1	0.0	481.8376
1	3	1.0	468.68872
1	3	1.0	469.86792
0	0	1.0	619.9151
1	0	1.0	429.46985
1	2	1.0	476.75436
1	3	1.0	438.1975
0	0	0.0	588.67065
2	0	0.0	326.40945
3	2	0.0	587.2282
1	1	1.0	462.86542
1	2	1.0	478.46393
0	1	1.0	593.9462
2	3	1.0	290.4043
0	2	1.0	592.8444
3	1	1.0	477.35065
3	2	0.0	526.6711
2	0	1.0	274.76953
3	1	1.0	473.85617
0	1	0.0	587.99097
2	1	1.0	248.21274
0	0	1.0	547.741
0	0	1.0	547.16925
3	3	1.0	467.813
0	0	1.0	594.1198
3	0	1.0	505.9514
0	2	0.0	581.33844
1	3	1.0	447.07712
1	3	1.0	426.12936
3	0	1.0	542.43774
3	2	1.0	539.83405
3	3	1.0	502.6316
0	2	1.0	600.21826
2	1	1.0	294.80582
3	2	1.0	504.245
3	0	1.0	495.6128
1	3	1.0	483.1237
3	2	1.0	553.7274
2	0	1.0	352.71588
1	2	1.0	438.17615
2	1	1.0	305.4322
2	1	1.0	281.93515
2	2	1.0	258.1687
1	3	1.0	448.98865
3	2	1.0	527.7578
1	2	1.0	449.47202
2	0	0.0	308.71542
1	2	1.0	511.3582
1	3	1.0	473.73358
2	2	1.0	337.64215
0	1	0.0	611.24603
2	1	1.0	336.68262
1	3	1.0	479.56232
2	0	0.0	324.48657
3	0	0.0	488.88956
2	1	1.0	315.00574
1	3	1.0	450.00214
1	2	1.0	468.68692
0	1	1.0	566.4211
0	1	1.0	564.36536
1	3	1.0	441.60446
2	0	1.0	283.62955
0	2	0.0	595.8503
3	1	1.0	557.1872
0	0	0.0	562.71356
3	2	1.0	497.299
2	2	1.0	281.3748
0	0	0.0	561.1941
0	1	0.0	570.74164
1	2	0.0	485.2431
3	1	1.0	484.21436
2	1	1.0	270.0926
3	2	1.0	521.9459
3	3	0.0	510.42902
0	1	1.0	624.3989
1	2	1.0	455.65936
0	1	1.0	567.5161
0	0	1.0	573.7578
3	1	1.0	561.3031
0	1	0.0	597.26733
3	2	1.0	511.1908
3	0	1.0	476.64188
1	2	1.0	459.03366
2	3	0.0	293.89313
3	2	1.0	413.2025
2	1	1.0	247.29343
3	0	1.0	438.63132
1	2	1.0	503.83264
0	0	0.0	604.73566
0	0	0.0	564.1126
0	2	1.0	569.9529
1	3	1.0	435.53174
2	1	0.0	330.52466
2	0	0.0	296.609
1	3	1.0	452.29965
2	2	0.0	341.93033
0	1	0.0	544.34686
2	2	0.0	376.20746
2	1	0.0	314.1901
3	3	1.0	494.5682
1	2	1.0	501.29797
0	1	0.0	608.74774
0	1	0.0	623.3307
0	2	1.0	609.5951
0	1	1.0	607.7348
0	2	1.0	580.6019
1	3	1.0	458.2951
0	1	0.0	625.0277
3	1	1.0	490.80322
0	1	0.0	589.8131
2	2	1.0	314.61707
3	1	1.0	482.0508
3	3	1.0	480.47232
3	2	0.0	475.04446
0	0	0.0	580.03845
1	2	1.0	459.09482
1	3	0.0	459.68362
2	2	0.0	365.50067
0	0	0.0	531.54364
1	3	1.0	458.59204
3	2	0.0	491.05072
2	1	0.0	343.07205
3	0	0.0	471.44208
3	1	1.0	499.02145
2	1	1.0	353.7941
3	1	1.0	584.1654
1	3	1.0	443.61136
3	0	1.0	596.3695
0	0	0.0	581.2253
1	3	1.0	491.8028
3	2	1.0	516.2463
3	2	1.0	511.0864
3	0	0.0	507.36844
1	3	1.0	472.65778
1	2	1.0	461.45596
1	3	1.0	439.77585
2	1	0.0	388.39932
1	3	1.0	443.89215
1	0	1.0	478.21307
3	3	1.0	433.89426
0	1	0.0	568.85345
2	0	1.0	313.78098
3	0	1.0	504.15875
3	2	1.0	464.1257
1	2	1.0	467.1669
0	1	0.0	601.48627
2	1	0.0	273.90027
3	2	1.0	410.92862
0	1	0.0	544.1714
1	3	1.0	462.69308
1	2	1.0	484.24683
0	1	0.0	563.9822
3	2	1.0	536.30585
2	1	1.0	302.26572
1	3	1.0	424.9992
0	2	1.0	533.5456
2	0	0.0	328.33212
0	1	0.0	580.8186
2	0	1.0	265.0289
1	3	1.0	462.5767
0	1	0.0	575.937
3	3	1.0	595.48047
0	1	0.0	615.8258
3	1	1.0	515.0739
0	0	0.0	601.1281
0	0	0.0	608.8187
2	0	0.0	300.57333
1	2	1.0	429.20422
3	0	0.0	455.24225
3	1	1.0	565.96185
2	2	1.0	338.27112
2	0	0.0	269.9442
3	0	1.0	499.00787
0	2	0.0	568.1877
3	2	1.0	510.64215
0	0	1.0	617.895
2	1	0.0	324.92078
0	1	1.0	545.9483
2	0	1.0	266.72797
1	1	1.0	473.92303
1	2	1.0	433.43643
3	0	1.0	448.616
0	1	0.0	552.29645
3	2	1.0	439.5804
2	0	1.0	307.51706
1	3	1.0	450.28506
2	1	0.0	291.55487
3	3	0.0	462.51495
3	1	1.0	452.32886
0	1	0.0	583.07227
2	0	1.0	331.67917
1	3	0.0	493.3961
1	2	1.0	467.60104
1	3	1.0	455.30966
3	0	1.0	435.57312
1	3	1.0	469.6282
2	0	1.0	321.88684
3	2	1.0	557.0581
1	3	1.0	421.99338
2	1	1.0	278.8823
0	1	1.0	583.364
3	1	1.0	481.58304
3	2	0.0	442.52417
2	1	1.0	358.35437
1	3	1.0	472.435
3	2	1.0	515.5068
3	0	1.0	474.82117
2	2	1.0	330.53995
0	1	0.0	568.15234
1	3	1.0	437.732
1	0	1.0	457.2951
2	0	1.0	288.14923
1	3	1.0	452.88245
0	1	0.0	553.023
3	1	1.0	514.55457
3	0	1.0	491.7844
1	2	1.0	473.5614
1	3	1.0	462.6238
0	1	1.0	569.1501
3	1	1.0	435.4743
2	0	0.0	252.0668
0	2	1.0	613.1716
3	2	1.0	523.1323
3	2	0.0	542.3862
1	3	1.0	452.47095
2	0	0.0	276.4898
2	1	0.0	279.14905
0	0	0.0	578.8052
3	2	0.0	547.0658
3	2	1.0	488.96588
2	0	0.0	272.11508
3	0	1.0	530.297
3	1	0.0	590.6547
0	0	1.0	597.5371
0	0	0.0	587.9365
2	0	1.0	258.18777
0	0	0.0	592.1999
1	3	1.0	510.4151
3	2	1.0	503.01123
2	1	0.0	303.99002
0	0	1.0	532.6394
3	0	1.0	503.6076
0	0	0.0	618.7252
0	1	1.0	587.5857
2	1	0.0	233.88928
2	0	1.0	327.14417
3	2	1.0	446.07657
2	0	0.0	328.33835
3	1	1.0	568.647
1	2	1.0	458.31622
2	0	1.0	260.11954
1	2	0.0	448.2011
1	1	1.0	443.96002
2	1	0.0	267.03943
0	0	1.0	630.1557
0	2	1.0	574.1043
2	1	0.0	365.15387
1	3	1.0	462.74063
2	0	1.0	281.3685
3	2	0.0	517.80707
1	0	1.0	450.41827
2	2	0.0	284.6471
0	3	1.0	576.90564
1	3	0.0	495.86926
1	3	1.0	469.83154
3	2	1.0	503.3476
2	1	1.0	267.70416
2	1	1.0	243.96492
1	2	1.0	457.4869
1	2	1.0	467.34955
0	0	1.0	577.72797
1	3	1.0	462.85986
3	2	1.0	472.03342
3	3	0.0	436.55243
2	0	0.0	320.47006
2	0	1.0	311.11194
3	2	0.0	434.54965
2	3	1.0	288.24075
1	3	1.0	484.4458
1	3	1.0	465.43143
1	2	1.0	464.4294
2	1	0.0	307.07846
0	1	1.0	568.8338
0	1	0.0	596.5607
3	0	1.0	523.0224
2	1	1.0	308.86044
3	2	1.0	473.8747
2	1	1.0	273.2542
3	3	1.0	546.54456
2	2	0.0	281.7661
1	3	0.0	498.901
0	0	0.0	543.3511
2	0	0.0	272.00623
0	2	1.0	585.6977
1	2	1.0	457.4862
3	1	1.0	575.44226
2	1	0.0	366.192
0	1	0.0	579.7829
1	3	1.0	474.45923
3	0	1.0	496.44345
2	0	1.0	261.5626
1	2	1.0	446.54007
0	1	1.0	601.0251
0	1	0.0	578.8711
0	0	0.0	605.43665
3	2	1.0	516.6433
0	0	0.0	585.2997
2	1	1.0	319.62012
0	1	1.0	581.56244
1	3	1.0	480.65768
1	3	1.0	438.7772
1	2	1.0	459.71478
2	0	0.0	330.9096
1	3	0.0	467.86075
2	2	1.0	316.3885
0	0	0.0	533.73584
2	1	0.0	320.20166
1	2	0.0	479.18073
0	0	1.0	590.9262
3	1	1.0	346.19492
3	1	1.0	494.31146
0	0	0.0	620.8422
3	2	1.0	511.42157
0	1	1.0	579.1207
1	1	1.0	458.60785
3	0	1.0	553.15796
3	1	1.0	500.1972
3	2	1.0	432.039
2	1	0.0	256.29788
1	2	1.0	460.34866
2	2	1.0	305.32715
1	2	1.0	480.15076
0	3	1.0	604.4631
1	3	1.0	449.4356
3	1	1.0	518.7251
1	2	0.0	457.66586
2	1	0.0	326.89606
2	1	1.0	273.63953
3	0	1.0	506.29694
0	1	1.0	543.43176
0	0	1.0	575.2803
3	0	0.0	489.96237
0	2	1.0	547.3913
3	3	1.0	464.92447
2	0	0.0	265.0926
0	1	1.0	524.8927
3	0	1.0	527.91034
0	0	0.0	514.8262
2	1	1.0	256.4887
0	0	1.0	633.4597
2	0	0.0	284.06018
2	0	0.0	270.08984
1	3	1.0	441.8259
2	1	0.0	251.2702
0	2	0.0	582.7433
3	2	1.0	473.65924
2	1	1.0	293.05023
2	1	0.0	371.02325
3	2	1.0	543.4775
0	0	0.0	579.44763
3	2	0.0	488.30475
2	2	1.0	313.617
2	1	0.0	297.50067
3	1	1.0	462.9535
1	3	0.0	428.03848
2	0	1.0	332.40015
0	1	0.0	604.11
2	2	1.0	267.81
0	0	0.0	601.3759
0	1	0.0	591.43646
1	3	1.0	447.4747
3	0	0.0	485.60092
1	0	1.0	445.84106
0	1	0.0	564.2494
0	0	1.0	588.1333
1	2	0.0	474.80927
1	2	1.0	426.61475
0	1	1.0	584.43823
0	0	0.0	611.79504
1	2	1.0	460.3516
3	0	0.0	417.52783
3	1	0.0	485.16678
0	0	0.0	557.49054
2	2	1.0	291.06235
0	2	0.0	598.24786
0	2	0.0	573.7296
1	2	1.0	460.72736
1	2	1.0	493.2588
3	1	1.0	460.78656
2	1	1.0	280.1005
0	2	0.0	632.0875
2	1	1.0	282.28754
0	1	0.0	585.5823
2	1	0.0	312.21298
2	2	0.0	326.17554
2	2	1.0	316.5886
1	3	1.0	403.50497
3	2	1.0	459.65283
3	1	1.0	489.32806
0	0	1.0	566.6947
2	1	0.0	284.56378
2	0	1.0	329.8055
1	3	1.0	452.2591
2	2	0.0	310.92084
0	0	1.0	551.8697
0	1	0.0	540.5967
1	2	0.0	498.3911
1	3	1.0	454.58557
0	3	0.0	628.7344
0	1	0.0	544.7077
0	2	0.0	575.2588
3	1	1.0	515.52106
1	2	1.0	441.33728
0	1	0.0	556.4298
2	0	1.0	279.09708
2	2	1.0	306.82758
2	1	1.0	272.3451
3	3	1.0	427.84314
2	0	0.0	294.27448
2	0	1.0	346.8138
3	3	1.0	511.17218
2	3	0.0	356.1045
3	2	1.0	445.6685
1	2	1.0	414.6363
0	0	0.0	584.63855
0	1	1.0	554.2125
2	2	1.0	293.0303
0	0	0.0	546.7927
1	3	1.0	436.3125
0	2	1.0	549.54596
0	0	1.0	569.7628
3	1	0.0	503.63037
3	0	0.0	459.3081
1	3	1.0	430.53394
2	1	0.0	254.77646
0	1	0.0	560.6403
2	1	0.0	275.06827
0	1	1.0	593.955
3	1	1.0	580.04395
1	3	1.0	435.0428
3	3	1.0	571.78595
3	1	1.0	551.6161
2	0	0.0	335.4517
0	1	0.0	548.8233
3	2	1.0	514.9382
3	2	0.0	437.9696
3	2	1.0	569.3125
1	2	1.0	470.2772
2	1	0.0	345.37836
2	0	1.0	317.4969
3	1	0.0	500.851
1	3	0.0	455.2448
3	2	1.0	469.18182
0	0	0.0	563.8167
0	0	1.0	608.28735
2	1	1.0	256.3558
1	0	1.0	470.4168
1	1	0.0	435.44202
1	2	1.0	500.48474
0	0	0.0	583.7882
2	1	1.0	265.7472
1	2	1.0	462.46585
3	2	1.0	520.39197
2	1	0.0	302.71112
2	2	1.0	314.54913
3	2	1.0	531.4678
1	3	1.0	463.06525
1	2	1.0	463.56326
3	2	0.0	544.1661
0	0	1.0	531.91846
1	3	1.0	448.83276
2	1	0.0	284.94482
2	1	1.0	270.33923
2	0	0.0	318.95233
3	2	0.0	485.74905
1	3	1.0	473.82132
0	1	1.0	670.0197
3	2	1.0	500.829
0	2	1.0	564.3967
2	1	1.0	336.404
2	0	1.0	334.86203
2	1	1.0	209.98561
1	2	0.0	468.81662
3	1	1.0	469.6036
1	3	1.0	457.26288
2	3	0.0	294.20776
3	2	1.0	427.1151
1	2	1.0	469.19168
2	1	0.0	224.91983
1	2	1.0	464.86517
0	1	0.0	567.5185
1	2	1.0	531.47876
0	0	1.0	622.6899
3	2	1.0	405.30124
1	2	1.0	458.57294
2	2	0.0	348.4336
0	1	0.0	594.2296
2	2	0.0	351.2638
2	2	0.0	273.14084
3	1	1.0	558.2635
1	2	0.0	454.86053
3	0	1.0	520.5184
0	1	0.0	598.6619
3	1	1.0	533.0955
1	3	1.0	402.36206
3	3	0.0	579.77124
1	3	1.0	463.8151
2	2	1.0	370.12177
1	3	1.0	498.30643
1	2	1.0	469.84244
1	3	1.0	504.0974
1	2	1.0	463.2803
0	2	0.0	581.82166
3	0	1.0	465.69946
1	2	1.0	434.69876
3	1	1.0	555.0548
3	3	1.0	416.73526
0	1	1.0	534.56805
1	3	1.0	453.8873
1	3	1.0	489.0509
2	1	0.0	294.0937
0	1	1.0	599.25226
1	3	0.0	482.07645
3	2	0.0	501.39505
1	3	1.0	447.90637
1	3	1.0	463.7015
0	0	0.0	601.92926
0	1	0.0	616.692
3	2	1.0	495.8921
1	3	0.0	466.19214
1	2	1.0	471.6161
0	1	0.0	595.9143
3	2	1.0	517.9203
1	3	1.0	466.7515
2	0	1.0	318.3902
0	2	0.0	564.5091
0	2	0.0	585.5511
0	0	0.0	607.3716
0	0	0.0	588.7454
0	0	0.0	564.9746
2	0	0.0	323.60034
2	1	0.0	255.97977
1	3	1.0	427.71222
1	2	1.0	449.2441
2	1	1.0	326.5755
0	1	0.0	580.8155
2	0	0.0	318.0031
2	1	1.0	341.67245
2	1	1.0	266.38528
0	0	0.0	565.74664
2	2	0.0	244.65051
2	0	1.0	266.10812
0	2	0.0	616.1368
1	3	1.0	470.9523
1	3	1.0	453.9567
3	0	1.0	525.27686
0	1	1.0	583.9135
1	3	1.0	451.78354
3	2	0.0	551.25586
3	2	1.0	462.04828
3	2	1.0	478.25903
1	3	1.0	471.4108
0	1	1.0	562.45654
3	1	1.0	507.7111
2	2	0.0	320.32123
1	3	0.0	425.8034
3	2	0.0	465.3089
1	3	1.0	427.5957
1	2	1.0	442.5656
3	2	1.0	438.3813
1	2	1.0	473.0369
3	2	1.0	413.14233
2	0	1.0	268.3187
2	1	0.0	269.90643
1	3	0.0	444.99088
3	0	0.0	411.9876
1	3	1.0	466.66772
1	2	1.0	471.94913
3	1	1.0	579.8393
1	2	1.0	441.90598
3	2	1.0	467.9834
0	2	1.0	611.2428
1	3	0.0	430.33188
0	2	0.0	623.3727
2	0	0.0	245.61804
3	2	1.0	549.6035
1	3	1.0	479.54068
1	2	1.0	425.18613
0	1	1.0	567.1747
0	0	1.0	579.9164
3	0	1.0	473.70108
0	0	0.0	579.6074
2	0	0.0	297.8014
1	3	1.0	434.92758
1	3	1.0	457.96234
2	0	0.0	295.32034
1	2	1.0	457.59982
2	0	1.0	205.51013
3	2	1.0	531.86926
2	1	0.0	307.81006
2	2	1.0	299.38745
3	2	1.0	519.73505
3	2	1.0	494.5518
2	1	1.0	294.47232
0	1	1.0	639.84467
3	2	1.0	531.57916
0	0	0.0	600.8992
2	0	1.0	367.0756
3	1	1.0	508.85086
3	1	0.0	537.2113
3	0	1.0	484.34473
2	1	0.0	275.46912
0	0	1.0	596.9056
0	1	0.0	580.0671
1	2	0.0	434.88406
0	0	0.0	580.0206
2	1	1.0	270.38177
0	1	1.0	606.9763
1	2	1.0	469.43582
3	0	0.0	479.4066
0	1	0.0	528.2497
3	3	1.0	450.1442
3	2	1.0	511.88785
3	1	1.0	549.54193
0	1	0.0	596.8152
1	2	1.0	445.5738
1	2	1.0	450.69482
0	0	1.0	564.51935
0	2	0.0	567.63574
3	2	0.0	384.1502
1	3	0.0	445.87384
2	0	0.0	266.32898
0	0	0.0	582.9737
0	2	0.0	560.7108
3	0	0.0	512.0123
0	1	0.0	560.1409
0	0	1.0	552.64734
1	2	1.0	444.74597
3	2	1.0	494.6195
1	2	0.0	442.6042
2	0	1.0	302.2812
3	1	1.0	492.42322
3	3	0.0	582.3138
3	0	0.0	485.06067
2	0	1.0	331.46152
0	1	0.0	545.0756
3	2	0.0	488.2171
0	1	1.0	573.7506
1	2	1.0	434.23093
3	1	1.0	621.5411
2	0	0.0	298.35605
0	1	1.0	567.2737
3	2	1.0	520.9928
3	2	1.0	496.74628
1	2	1.0	432.64886
2	0	1.0	301.07986
0	1	1.0	545.25916
1	2	1.0	467.01904
0	0	0.0	558.462
3	2	1.0	472.28098
2	0	0.0	325.7343
1	3	1.0	455.5396
3	0	1.0	447.8665
1	3	1.0	459.43567
0	1	1.0	560.3668
0	0	1.0	563.8237
2	0	1.0	250.01396
3	2	0.0	532.4998
3	2	0.0	468.57434
0	1	1.0	596.5158
1	2	1.0	449.44434
0	1	1.0	585.99255
1	3	0.0	424.6582
3	1	1.0	435.07605
2	2	0.0	336.43863
3	2	1.0	487.40518
0	1	1.0	604.93915
3	1	0.0	448.58905
0	2	0.0	583.74036
2	2	1.0	331.53806
0	0	1.0	562.3303
2	0	1.0	306.50864
0	2	0.0	557.11646
3	2	0.0	499.33884
1	3	1.0	485.58093
0	1	0.0	614.83154
3	1	1.0	498.9971
2	1	1.0	319.4037
0	1	1.0	624.9247
2	0	1.0	295.2311
3	1	1.0	497.7462
2	1	1.0	330.16586
1	3	0.0	491.90448
2	1	0.0	345.13696
3	0	1.0	474.86508
3	0	1.0	488.20526
3	2	1.0	510.7241
2	2	1.0	310.08456
3	2	1.0	626.80707
2	2	1.0	326.2156
0	1	0.0	627.48083
2	0	0.0	312.33093
2	0	1.0	299.1473
1	2	1.0	453.63696
1	1	1.0	456.37402
1	3	1.0	487.96356
0	1	0.0	556.53937
3	2	1.0	441.2832
3	2	0.0	531.9597
1	3	1.0	421.14008
1	2	1.0	467.5248
3	0	1.0	442.50598
0	1	1.0	628.3791
3	1	1.0	535.387
0	1	0.0	578.7637
0	3	0.0	605.067
1	2	1.0	422.79718
3	3	1.0	547.79114
3	3	1.0	479.5847
3	2	0.0	440.35706
2	2	0.0	322.79865
2	1	1.0	350.83932
1	3	1.0	467.12036
0	1	1.0	616.4772
0	2	1.0	588.3658
2	1	1.0	284.05023
0	1	0.0	622.53705
3	3	1.0	538.1287
2	2	1.0	266.26764
3	2	1.0	545.27
0	2	1.0	564.18604
2	0	1.0	310.5409
1	2	1.0	456.30344
2	0	1.0	278.09692
1	3	1.0	475.57123
0	1	0.0	562.64685
1	0	1.0	465.42786
3	2	1.0	489.14218
3	2	1.0	440.49063
0	0	0.0	583.1016
3	2	1.0	514.58276
2	0	0.0	301.59625
1	3	1.0	460.37613
2	2	1.0	292.0838
2	1	0.0	330.8509
0	1	1.0	582.64984
1	3	1.0	479.4965
0	1	0.0	571.7145
0	0	0.0	599.93463
3	2	0.0	465.69077
0	0	1.0	587.20105
3	0	1.0	459.36435
3	1	1.0	483.67752
1	3	1.0	477.3936
1	2	1.0	452.9646
0	0	1.0	516.5907
3	2	1.0	549.74634
0	0	1.0	624.6989
0	1	0.0	607.09814
1	2	1.0	442.63464
1	3	1.0	476.03345
0	0	0.0	592.6942
3	0	0.0	504.30923
2	0	0.0	330.91333
0	2	0.0	579.44385
0	3	1.0	571.2936
1	3	1.0	441.48013
3	0	1.0	466.941
3	3	1.0	507.26135
2	0	1.0	347.9155
2	0	0.0	322.9458
2	1	0.0	277.97287
1	2	1.0	476.85754
3	2	1.0	528.7549
3	0	1.0	488.68585
2	0	1.0	316.4524
2	1	1.0	305.92282
3	1	1.0	556.26764
1	3	1.0	479.11737
0	2	1.0	594.9589
0	1	0.0	570.906
1	2	1.0	469.62183
2	1	1.0	322.55734
3	1	1.0	482.47058
2	2	1.0	330.16107
1	3	1.0	453.445
1	2	1.0	463.88483
2	1	1.0	265.4854
2	2	0.0	294.21072
3	2	1.0	540.7545
0	2	1.0	554.7514
1	2	1.0	461.217
1	3	1.0	514.36505
1	3	1.0	474.68262
0	2	0.0	586.835
0	2	0.0	605.5813
0	0	0.0	527.269
0	0	1.0	555.7264
2	2	0.0	284.85965
1	2	1.0	463.1342
3	2	1.0	450.72
0	0	0.0	613.3905
0	1	0.0	570.6901
2	0	1.0	300.40417
3	2	1.0	547.2698
1	3	1.0	477.9044
2	1	0.0	312.6561
3	1	0.0	516.15753
3	2	1.0	445.28888
2	0	1.0	277.3542
2	2	1.0	385.9594
1	3	1.0	451.88367
1	1	1.0	463.28006
0	1	0.0	610.50867
1	3	0.0	456.54977
1	3	1.0	490.41113
0	0	1.0	580.17365
2	2	1.0	244.51468
3	2	1.0	526.0288
1	3	1.0	430.6076
2	1	1.0	308.47482
3	2	1.0	495.50793
3	3	1.0	452.52856
0	0	0.0	593.2256
3	0	1.0	558.3401
2	0	0.0	324.273
3	2	0.0	495.43466
0	2	0.0	569.2106
2	0	0.0	331.83273
2	0	1.0	287.4269
0	3	0.0	583.90576
2	2	1.0	296.9525
2	1	0.0	316.4951
2	0	0.0	318.51187
3	1	1.0	451.1722
1	2	1.0	443.5384
3	0	1.0	496.35162
2	0	1.0	278.2822
3	0	1.0	529.62994
1	3	1.0	498.5055
3	1	1.0	402.71317
1	3	1.0	448.9977
3	0	1.0	538.5777
3	2	1.0	531.17377
2	1	0.0	300.06015
3	2	1.0	481.13312
3	0	1.0	518.0111
3	3	1.0	561.44116
1	3	1.0	460.5269
0	2	0.0	551.99335
3	2	0.0	520.24774
0	2	0.0	563.07574
1	1	1.0	459.74808
2	0	1.0	364.0415
0	1	1.0	560.41846
3	0	1.0	496.97336
0	0	0.0	561.5301
2	0	1.0	305.0768
0	2	0.0	533.58105
0	1	0.0	534.66907
3	2	1.0	630.56116
2	0	0.0	288.32343
0	1	1.0	583.4438
0	1	1.0	543.9877
0	1	0.0	582.7893
0	1	0.0	583.04767
3	1	1.0	441.02853
2	1	1.0	236.27394
0	1	0.0	576.2658
1	2	0.0	461.032
0	0	0.0	581.64105
3	1	0.0	495.62177
3	2	1.0	437.70312
2	0	1.0	271.97592
2	0	1.0	314.76605
1	2	1.0	478.6563
2	0	1.0	301.21625
1	2	1.0	458.98178
1	2	1.0	485.04968
2	1	0.0	270.60782
1	3	1.0	451.63528
3	2	1.0	408.8715
3	2	1.0	432.8406
1	3	1.0	448.17822
0	0	1.0	573.8421
0	2	1.0	557.5044
1	2	1.0	468.29095
0	1	0.0	640.3114
0	0	0.0	561.25275
0	1	0.0	601.28284
0	3	0.0	601.7853
2	1	1.0	329.1322
1	3	1.0	434.51706
2	2	1.0	347.6167
1	3	1.0	464.33835
0	0	1.0	554.2974
0	0	0.0	552.89233
0	0	0.0	546.9387
0	1	1.0	603.4994
2	1	0.0	359.85706
3	1	1.0	433.2358
1	3	1.0	446.94745
0	2	1.0	557.3172
0	1	1.0	609.5154
2	0	1.0	303.70102
2	0	1.0	274.92554
2	2	1.0	344.2096
0	1	0.0	594.81116
2	1	0.0	291.74762
3	3	0.0	538.7378
3	3	1.0	391.11713
1	3	1.0	432.66937
2	1	0.0	279.83792
0	1	0.0	554.5329
2	1	1.0	223.32135
2	2	1.0	271.75558
1	2	1.0	466.4181
3	1	1.0	472.77637
3	1	1.0	521.15216
0	1	0.0	579.7442
1	2	1.0	470.54358
0	2	1.0	575.419
3	2	1.0	413.56458
2	2	1.0	346.40195
2	1	1.0	290.8704
3	3	1.0	526.00226
2	1	1.0	298.7128
1	2	1.0	468.6061
2	1	1.0	266.7572
2	2	0.0	302.2325
1	2	1.0	464.60196
1	2	1.0	449.87146
3	0	0.0	479.99875
3	1	1.0	404.9201
2	1	0.0	301.32477
0	0	0.0	571.4685
3	3	1.0	434.8767
2	1	1.0	221.00227
3	0	1.0	464.03842
2	2	1.0	310.39645
3	2	1.0	479.5402
3	0	0.0	526.167
1	3	1.0	445.58545
3	1	1.0	551.0902
0	2	1.0	604.1981
3	2	1.0	540.88794
1	2	1.0	444.8277
1	2	1.0	461.78186
1	3	1.0	457.94333
3	2	1.0	513.8243
0	0	1.0	627.21204
2	0	0.0	307.40945
3	0	1.0	508.90735
1	3	1.0	421.66815
2	3	0.0	322.5761
2	2	1.0	236.7393
3	0	1.0	549.2772
0	0	1.0	617.17175
3	1	0.0	479.3164
3	2	1.0	504.4262
3	0	1.0	561.6155
1	3	1.0	430.43454
3	2	1.0	459.80603
2	2	0.0	268.5637
0	1	0.0	562.7517
1	3	1.0	456.89404
3	1	1.0	449.9686
0	0	1.0	592.3416
3	0	1.0	465.37347
1	2	0.0	434.74054
2	0	1.0	274.77872
0	1	0.0	585.6207
1	2	1.0	475.60526
2	3	0.0	328.0183
0	0	0.0	597.1916
1	2	1.0	452.81174
2	0	0.0	316.01547
0	1	0.0	603.90454
2	1	0.0	287.33377
3	3	1.0	547.7118
3	2	1.0	539.0318
3	2	1.0	454.5865
3	2	0.0	528.65247
3	1	1.0	610.0314
1	3	1.0	463.6984
0	1	1.0	591.92267
2	1	1.0	264.35614
0	2	1.0	602.2874
1	3	1.0	446.63373
1	3	1.0	476.45264
0	1	0.0	571.10864
1	2	1.0	462.79092
3	2	1.0	466.65192
1	3	1.0	481.32935
0	1	0.0	545.8047
1	0	1.0	474.53546
2	1	1.0	261.24988
0	0	0.0	541.6005
0	3	0.0	597.4653
2	1	1.0	328.953
1	2	1.0	492.2691
2	1	0.0	268.43723
2	0	1.0	301.76025
2	2	1.0	332.0814
1	0	1.0	447.1486
3	0	0.0	511.39746
3	3	1.0	564.7934
1	3	1.0	476.64017
2	0	0.0	345.80554
3	2	1.0	509.46036
0	2	0.0	564.77136
1	3	1.0	469.241
1	3	1.0	478.9352
1	3	1.0	475.1821
1	2	1.0	464.80435
1	2	1.0	461.5663
2	0	0.0	318.55576
0	1	0.0	595.85614
3	1	0.0	526.5258
1	3	0.0	458.0064
2	0	1.0	322.8367
2	2	1.0	278.52335
2	2	1.0	257.61694
2	1	1.0	233.85617
3	2	1.0	527.85114
0	2	0.0	527.5663
3	1	1.0	541.68494
2	1	0.0	317.93594
1	2	1.0	499.75446
3	0	0.0	495.51108
3	2	1.0	597.26
1	0	1.0	424.94815
1	3	1.0	455.70468
0	1	0.0	543.44586
0	0	0.0	587.5905
3	2	1.0	482.81577
1	2	1.0	449.6069
2	2	0.0	290.11444
3	3	1.0	555.73425
0	0	0.0	548.99054
0	1	0.0	583.8371
0	1	0.0	585.74036
2	0	1.0	252.35399
0	0	1.0	588.90643
1	2	1.0	441.05655
1	3	0.0	468.44888
2	3	1.0	247.16063
1	2	1.0	471.55167
3	1	1.0	512.38336
3	0	1.0	573.23096
3	2	0.0	526.2798
0	1	1.0	572.7512
2	1	1.0	275.76697
1	3	0.0	433.96655
0	1	0.0	590.9566
0	2	0.0	559.3318
0	2	1.0	570.12396
2	0	0.0	375.22296
2	0	1.0	349.64407
1	2	1.0	481.1349
2	1	1.0	361.2611
0	2	0.0	543.60364
1	3	1.0	462.10797
3	1	1.0	502.86398
2	1	0.0	264.77252
3	0	1.0	468.74243
2	0	1.0	255.32118
3	1	0.0	442.2185
0	0	0.0	616.25726
1	3	1.0	451.92007
2	1	1.0	310.65677
0	0	1.0	570.59576
2	1	0.0	284.1095
0	2	1.0	550.5081
2	1	1.0	253.71928
1	3	0.0	451.19824
