personality,herbology,quidditch rank
1,1,255.04391
2,1,489.2897
2,1,456.07452
2,1,344.0205
1,1,417.86514
3,1,432.2449
0,1,457.24945
1,0,599.98065
0,1,490.85138
0,1,556.23755
0,1,601.3768
1,1,563.6875
1,0,334.0877
3,0,581.63086
3,1,468.98892
3,1,452.00366
2,1,431.75476
0,1,420.12372
2,1,590.54724
0,1,522.7442
2,1,271.21307
1,1,335.84335
1,1,480.83875
1,0,502.0338
0,0,600.4327
0,0,442.2908
0,1,448.82257
1,0,560.53687
0,1,357.23468
1,1,547.68024
3,0,456.98697
1,0,523.2755
3,1,446.541
0,0,538.7875
0,0,543.6941
3,1,472.38705
1,0,318.15598
0,0,588.5943
0,1,495.77762
1,0,320.90704
2,1,482.90015
1,0,568.77203
2,1,480.06744
0,0,269.0982
0,1,316.86725
2,1,414.27368
1,0,576.5042
0,1,528.67535
3,1,510.31384
3,0,482.80444
0,1,430.67746
1,1,477.5035
3,1,443.7502
2,1,428.6506
3,1,440.9618
0,0,461.78912
2,1,479.70572
1,0,589.1708
0,0,315.797
1,1,465.08472
2,0,625.7658
0,1,331.48596
2,0,478.20886
2,1,428.86786
2,1,355.98172
2,1,478.25864
2,1,534.93567
0,1,503.964
2,1,483.23184
0,1,483.32257
2,1,459.1157
3,1,453.9326
2,1,523.50775
3,1,447.41818
1,0,577.7127
0,1,333.88684
2,1,457.79312
1,0,310.30612
0,1,510.97382
0,0,594.7979
0,0,240.88939
2,1,431.20068
1,1,563.7319
2,0,469.87964
2,1,501.05276
0,0,583.31836
1,1,591.5715
3,0,404.4785
3,1,451.44595
2,0,511.0379
0,0,301.483
0,1,573.779
1,1,262.9645
2,0,553.8846
1,1,517.6163
2,1,599.0054
3,1,420.1766
2,0,257.8057
0,0,348.50638
0,1,578.9053
2,0,562.4688
3,1,485.90387
2,1,626.1508
2,1,614.61786
0,0,347.35803
2,1,485.9615
3,1,470.54376
1,1,325.83298
3,1,477.99268
3,1,448.22498
1,1,254.7832
3,1,460.93085
0,1,427.90222
0,0,528.02136
1,1,269.45044
1,1,590.35376
0,0,441.1382
2,1,535.4595
0,1,285.26685
0,1,231.51317
1,1,511.8879
1,0,257.8617
0,1,441.43237
2,0,580.19385
0,0,559.24536
1,0,569.3178
3,1,537.8348
2,0,452.10492
0,1,487.07843
0,1,277.154
3,1,505.28964
3,1,448.2081
2,1,462.41644
2,1,490.06564
2,0,286.33194
2,1,440.64865
0,1,501.1777
2,0,556.2645
1,0,349.41333
1,1,269.3498
1,1,518.90424
1,0,571.1981
3,1,448.20123
1,0,315.87787
3,1,497.5219
1,1,512.044
3,1,428.37228
1,1,296.65445
2,1,473.37094
3,1,490.9433
0,1,442.8225
1,0,543.41394
2,1,415.35953
2,1,443.28238
3,1,465.4745
0,0,291.53342
3,1,465.28964
1,1,556.6536
1,0,575.1064
0,0,606.1451
3,0,334.10458
3,1,467.6041
1,0,437.23566
2,1,278.98352
1,0,585.3534
2,1,552.33405
3,1,438.45462
3,1,582.73157
1,0,330.61407
1,1,283.82642
0,1,548.1107
2,1,574.2602
1,0,228.00897
0,0,314.81906
2,0,582.01996
2,1,431.06638
1,1,539.0362
0,0,273.65704
1,0,325.74487
2,1,490.4069
0,1,300.08597
3,1,466.9673
2,1,587.33167
2,1,428.31113
1,1,590.5473
2,1,283.9858
2,0,310.14636
1,1,298.25665
3,1,458.05994
2,1,447.9686
3,1,464.87805
1,0,594.90234
0,1,509.17166
1,0,589.4968
3,1,469.88977
1,1,501.22388
0,0,259.87305
0,1,462.38385
3,1,492.73535
3,1,540.6364
3,1,508.86838
0,1,340.09695
2,1,457.03262
2,1,571.50354
3,1,451.4155
3,1,517.15
2,0,511.8349
0,1,499.0857
1,0,239.52644
0,0,310.4497
0,1,459.30536
1,0,292.676
3,1,449.77963
1,0,575.31696
2,1,472.00092
2,1,595.2579
2,1,463.21478
2,1,501.95175
1,1,468.59552
2,0,588.766
3,1,463.13715
1,1,596.0776
2,1,440.59735
3,1,478.5527
0,1,576.23724
2,1,474.40286
1,1,461.9265
2,1,548.2228
1,1,465.75415
0,1,580.8167
0,1,500.58182
0,1,599.96246
0,0,539.65283
1,1,473.89697
0,1,218.50764
0,1,609.9505
2,1,492.96118
2,0,555.7302
3,1,426.22195
3,1,463.30634
0,1,291.03876
0,0,280.62357
2,1,445.54816
2,1,292.6186
2,1,332.98157
1,0,376.33566
1,1,474.92145
0,1,499.96204
0,1,330.61166
3,1,479.4696
3,0,569.30597
0,0,585.13556
1,0,435.34354
1,1,315.49738
1,0,606.6162
3,1,455.26712
2,1,467.64844
1,1,322.21936
3,1,437.71124
2,0,561.1114
2,1,442.09256
2,1,449.79672
1,1,324.36646
1,1,505.50467
0,0,564.6343
1,1,512.62573
0,1,475.06458
1,1,562.35425
0,0,606.4194
2,1,454.8294
2,1,577.5631
3,1,434.86728
2,1,476.15204
3,1,439.86697
0,1,588.4832
0,1,525.6004
3,1,454.039
0,1,587.1556
3,0,489.3468
1,1,491.82758
3,1,463.50766
2,0,453.789
2,0,439.23038
0,0,596.7855
3,1,451.91455
2,0,561.1593
0,0,584.59064
0,0,323.1806
1,0,557.7479
1,0,320.8542
0,1,274.36014
0,1,327.56372
3,1,413.09546
0,1,271.0602
2,1,462.02573
0,0,613.85474
0,0,282.43402
0,1,293.49847
2,1,436.73883
3,1,483.66452
0,1,313.12317
0,1,595.2857
2,1,457.1542
0,0,321.92703
2,1,442.73953
2,1,587.861
0,1,591.0234
3,1,615.6219
1,0,302.3323
0,0,523.0421
3,1,442.37704
3,1,479.83096
2,1,455.35068
2,1,421.00543
0,1,491.11798
0,1,279.19437
0,0,307.3531
1,0,559.34814
1,0,290.70312
2,1,325.03842
0,1,327.89404
1,0,281.64456
2,0,341.95923
0,0,506.02322
1,0,546.91113
2,0,543.29565
2,0,308.72156
1,1,453.35364
0,1,475.1061
1,1,576.9014
0,1,244.26059
1,1,561.44855
2,0,575.5067
0,1,306.87665
0,0,306.26437
2,1,466.93524
0,1,471.161
1,0,365.47763
3,1,457.67325
2,1,274.52182
3,1,486.05725
2,1,486.24576
2,0,614.9468
1,0,547.9528
3,1,524.6587
3,1,491.5284
2,1,503.29773
0,1,274.22427
0,1,562.3778
1,1,557.4767
0,0,594.8077
1,1,482.20844
1,0,565.0023
1,1,451.06552
2,1,371.03
2,1,467.7998
1,0,544.4206
1,1,294.85373
2,1,478.12054
1,1,318.768
1,1,549.99866
2,1,390.99692
2,0,513.4694
2,1,390.54245
3,0,511.51422
3,1,483.17615
1,1,592.4538
3,1,516.26855
3,1,472.70453
0,1,489.6685
1,1,383.5356
0,1,576.6076
1,1,464.69525
2,1,473.1048
1,1,289.92886
2,1,467.9903
1,1,275.51923
3,1,478.56787
3,1,433.80957
0,0,573.6917
0,1,580.55634
3,1,506.2129
1,0,556.9347
2,1,444.52957
2,1,440.81384
0,0,544.39636
1,1,307.3301
1,0,243.87683
0,0,541.51514
0,1,432.6666
3,1,532.3532
3,1,446.77594
2,0,442.78995
0,0,588.6809
0,0,603.89685
0,0,599.40845
3,0,439.5404
3,1,455.73654
0,1,474.8887
0,1,429.3859
1,1,626.01996
3,0,289.30966
1,1,613.5442
3,0,455.78928
1,1,609.24677
1,1,327.03394
1,0,565.1703
0,1,604.92065
3,1,454.54947
1,0,579.3762
3,1,466.94565
2,1,449.62473
2,1,578.7291
1,0,591.85297
2,1,538.4583
1,0,602.75397
2,1,573.945
2,1,453.95895
1,1,283.38165
0,1,451.58405
3,1,407.5457
1,1,587.0293
3,0,479.94443
1,1,604.8275
3,1,462.25348
1,1,299.09808
0,1,502.27817
0,0,315.06357
3,1,421.9568
1,0,266.7545
1,1,487.37173
0,1,530.2503
1,0,326.01245
1,0,321.1603
0,0,563.8648
2,1,424.00482
3,0,434.64392
1,0,607.5083
1,1,348.46146
2,1,501.41437
0,1,316.84164
2,1,470.951
1,1,585.74023
3,1,477.75534
2,1,536.81573
3,1,435.9303
1,0,283.2478
1,1,504.7618
1,1,604.45575
2,1,461.2139
1,0,554.995
1,0,594.26294
2,1,573.244
3,1,503.98798
3,1,447.08725
2,1,447.2112
0,1,413.74
0,0,335.27625
0,0,585.3895
3,1,433.1877
0,0,615.4966
1,0,578.16064
0,1,479.01697
0,1,542.86255
1,0,522.35266
3,1,493.16107
1,1,475.1336
1,0,587.58624
3,1,447.0356
3,0,607.2885
2,1,462.75662
3,1,468.05286
0,0,283.30743
2,1,406.73218
2,1,459.21973
1,1,512.259
0,0,560.3215
2,1,436.50113
1,0,542.6935
3,1,467.19617
3,1,461.13925
1,1,539.81146
0,1,515.22076
2,1,478.33203
2,1,457.7955
1,0,602.70807
1,0,580.0933
1,1,580.12317
3,1,468.6564
2,1,300.72687
2,1,455.06784
0,1,516.1795
2,1,463.7522
1,1,569.13525
2,0,446.9399
0,0,322.3936
3,1,517.02155
0,0,288.6074
2,1,284.96164
1,0,609.16
0,1,517.13684
3,1,565.1742
3,1,449.88974
3,1,464.43362
3,1,434.66357
3,1,481.57996
1,1,330.9513
1,0,570.07733
3,1,449.71814
2,1,521.7816
1,0,570.5192
1,1,608.9331
2,1,491.30026
1,1,304.2856
2,1,425.75665
2,1,475.86227
1,0,524.0983
0,1,618.8721
2,1,432.90912
1,1,590.6199
2,1,534.5519
1,1,317.30878
3,1,427.28394
0,0,337.46973
0,0,448.91254
2,1,282.276
2,1,553.6916
3,1,440.87296
3,1,457.81296
2,1,498.64246
0,0,633.35236
1,0,576.68335
1,0,480.69363
2,1,457.5163
0,0,591.23615
2,1,457.9117
2,1,454.43826
0,0,335.80405
2,1,434.54483
2,0,486.19272
3,1,456.52917
2,1,549.2616
2,0,273.08807
1,0,532.9654
1,0,650.833
2,0,314.7862
0,1,341.21942
2,1,295.71353
2,0,280.44775
0,0,515.985
3,1,463.71518
1,1,280.80588
1,1,570.5126
1,1,328.03064
3,1,471.27982
2,1,416.10016
0,1,366.88565
0,1,495.04868
0,1,274.73663
2,1,462.13055
0,0,245.08974
3,1,444.0068
1,0,281.09708
0,1,456.3488
2,1,459.1767
2,0,453.37646
0,0,568.878
2,1,552.21796
2,0,318.89703
1,1,339.66602
0,1,546.34357
2,1,560.7502
0,1,469.3036
3,1,459.66702
3,1,472.72702
3,1,446.9595
3,1,490.0212
0,1,521.23834
3,1,451.09552
1,0,452.77106
3,1,422.92825
3,1,454.5201
2,0,569.8019
3,1,370.6377
0,0,366.3426
2,1,554.31995
2,1,500.71597
1,1,503.7644
2,1,461.4761
0,0,585.9307
2,1,430.17258
0,1,302.5774
1,0,620.11414
1,0,480.42822
0,1,572.87177
1,1,412.39008
1,1,557.5544
2,0,572.0005
1,1,512.6248
1,0,517.8212
2,1,489.2238
3,1,490.38864
0,0,295.74545
3,1,407.1747
2,1,456.12656
0,1,335.98553
2,1,464.30176
2,1,466.04266
0,0,302.5999
2,1,543.00256
1,1,340.06296
1,1,341.85278
2,1,480.06174
3,1,450.43246
2,0,388.26303
2,1,466.87482
1,1,295.32587
2,0,474.94156
2,0,449.73
0,1,245.59401
2,1,522.02277
3,1,578.45624
1,0,542.55054
0,1,268.82452
0,0,275.02045
2,1,288.11768
0,1,486.764
3,1,433.17416
0,1,578.6373
0,1,358.03622
3,1,490.44775
1,0,238.91074
2,1,581.833
2,1,478.69104
0,1,450.6767
0,1,326.0187
0,1,304.61108
2,1,489.73575
2,0,576.3062
2,1,446.2551
1,0,502.21826
3,1,458.42838
1,1,571.2367
0,0,362.86957
3,1,448.46835
0,1,501.22934
2,1,500.29477
1,0,562.4113
2,1,487.66162
3,1,423.2591
0,0,247.80948
2,0,565.8721
1,1,544.9825
1,0,523.48944
3,1,474.29056
1,0,233.52612
1,0,571.1465
2,1,492.25095
0,0,501.55783
0,0,561.37195
0,1,304.8182
0,1,293.77847
0,1,571.07635
3,0,577.31055
2,1,246.51257
0,1,326.50604
1,1,328.48016
2,1,274.78778
0,0,573.9752
1,0,617.28815
2,1,552.4192
3,1,435.0194
1,0,308.00595
3,1,515.3707
2,0,267.80255
3,1,452.24265
1,0,449.7507
0,0,272.67746
2,1,516.3349
0,0,574.53455
2,1,446.06836
2,1,472.47516
1,1,324.90204
0,1,571.76953
0,1,257.8386
1,0,341.5119
2,1,553.97455
3,1,407.6881
2,1,426.63058
0,1,480.3364
1,1,281.13696
2,1,485.23434
1,1,535.2764
3,1,436.43622
0,1,418.8604
0,1,322.93555
1,0,570.84265
1,0,576.428
0,0,316.3278
1,1,261.79202
2,0,612.49506
3,1,599.0871
0,1,274.11975
2,1,471.02298
2,1,417.5087
0,1,350.39807
0,0,586.3887
1,1,313.94495
1,1,345.9713
2,1,495.62662
0,1,516.3431
1,1,602.5378
0,0,580.6267
2,1,494.09576
2,0,448.54312
1,1,594.3678
2,1,437.44998
1,1,273.98434
2,1,489.8864
1,1,266.13574
1,0,542.2075
3,1,486.43674
3,1,481.19003
1,1,351.30573
2,1,337.28717
2,1,407.41507
3,1,445.63474
1,1,263.85617
0,0,311.52856
0,1,503.9657
1,1,530.547
1,1,499.32275
2,0,458.80576
2,1,443.919
2,0,427.15308
3,0,488.75403
1,0,487.83316
1,1,585.5481
0,1,441.13974
3,1,500.88458
0,1,269.7892
0,0,275.6285
2,1,598.89307
1,1,599.8824
2,1,455.35797
0,1,442.78568
0,1,577.9928
0,1,279.05203
0,1,287.35825
0,0,660.8361
0,1,300.62326
1,1,542.9198
0,1,460.54694
0,0,596.2124
2,0,581.34155
1,1,558.98755
3,1,464.87344
0,0,351.0791
2,1,271.98315
2,1,528.45105
2,1,473.685
1,0,583.4135
0,1,498.8838
0,1,453.2354
2,1,484.69464
2,0,572.60693
0,1,313.67926
3,1,451.60083
2,1,487.90845
3,0,471.97366
2,1,479.12653
1,0,323.2611
1,0,333.71875
2,1,448.28882
0,1,489.23953
2,1,452.0886
0,1,565.18756
1,1,285.82608
0,1,339.33942
3,1,608.29456
3,1,488.64755
0,1,443.41107
1,0,349.51358
1,1,589.6566
1,0,567.00055
2,1,286.13385
1,1,312.54855
0,0,554.8716
0,0,604.16986
2,1,477.17996
0,1,305.24194
0,0,347.16046
2,0,271.3431
0,0,593.0862
2,1,442.2815
2,1,429.31818
2,0,607.6715
1,0,576.1542
1,1,554.44507
3,1,301.30124
2,1,521.76996
0,0,520.07855
0,1,568.42303
2,1,440.13098
0,1,275.86472
3,1,439.5055
0,0,555.3749
2,1,479.34546
0,0,534.85443
1,0,606.78534
3,1,446.566
3,0,459.16098
0,0,546.57605
3,1,466.70377
1,1,459.56598
0,1,478.16632
1,1,561.5792
3,1,311.4825
0,1,599.3839
0,1,328.15314
2,1,450.44885
0,1,576.4911
3,0,268.17053
3,1,467.09302
2,0,443.6733
0,1,242.0319
1,1,307.47202
0,0,604.2658
2,1,570.63776
3,1,462.42963
3,1,474.8349
1,0,471.97046
0,0,559.6433
2,0,586.895
0,1,408.41534
2,1,526.05444
2,1,552.33704
2,1,432.0024
1,1,601.01385
1,1,564.72815
0,0,575.82416
0,0,296.02042
0,1,609.9407
0,1,600.5832
3,0,492.82663
3,1,476.93207
2,1,478.44257
1,0,264.20184
3,1,442.51944
0,1,579.56934
1,0,553.06165
3,1,324.8867
1,0,550.24036
0,1,559.45
3,1,459.884
3,1,485.75116
2,1,474.92224
0,1,549.9851
0,0,347.60532
3,1,441.5183
1,0,588.7335
1,1,303.48273
3,1,441.63483
1,0,251.6517
2,1,500.84674
2,1,448.01608
0,1,228.65482
2,0,466.4575
2,1,292.20395
2,1,479.86325
1,1,574.76715
2,0,277.97205
2,1,432.24246
0,1,443.9264
2,1,510.99265
0,0,572.9696
0,1,333.93066
2,1,491.2487
0,0,619.7654
2,1,482.7458
1,0,447.3348
2,1,461.404
0,0,605.96875
3,1,430.9471
2,1,546.812
2,1,256.2172
3,1,453.90338
0,0,584.0463
2,1,610.7383
1,0,525.5174
0,0,255.92288
2,1,338.57788
1,1,593.466
0,1,328.7196
2,1,536.10425
0,1,309.4384
2,1,556.832
0,1,319.00763
0,0,614.67816
1,0,568.8725
1,0,493.37552
0,1,247.899
3,1,476.9128
0,1,581.3076
1,1,573.38446
1,0,539.53265
1,1,593.5657
3,0,368.51456
0,1,282.1939
0,0,555.9374
2,0,617.7608
1,0,272.46793
1,1,594.1884
2,1,473.7827
1,1,304.01294
1,1,441.2064
0,1,265.3025
1,0,285.05914
1,1,532.7352
2,1,489.91135
2,0,462.53552
1,1,589.6742
1,0,574.54724
2,1,506.29672
2,1,424.7292
3,1,504.3307
0,0,571.732
2,0,512.36487
0,0,302.92026
3,0,459.81268
2,0,466.77182
1,1,300.16077
0,0,616.3727
2,1,456.1893
2,1,352.72656
2,0,587.2458
2,1,590.9902
2,0,587.4319
0,0,311.98917
0,0,572.5912
2,0,557.0859
2,1,584.5195
3,1,507.27518
3,1,432.43405
3,1,436.58542
3,0,464.68265
2,1,478.7111
0,1,306.18063
0,1,406.49463
3,1,266.09637
1,1,581.95667
3,0,462.82248
2,1,277.836
3,1,560.78577
3,0,566.9592
3,1,474.43735
2,0,588.73914
2,0,484.38623
3,1,472.66675
1,1,593.6232
1,1,502.37888
2,0,587.7264
0,1,587.7184
0,1,476.49463
1,1,326.5428
2,1,430.58398
1,0,353.45157
1,0,290.71814
1,1,466.8684
0,1,595.1792
0,1,284.14008
0,1,261.6323
2,1,532.44775
3,1,452.90765
2,0,505.0682
1,1,348.4928
0,1,321.60825
0,1,285.43835
1,1,558.1573
1,1,566.4659
0,1,248.26405
3,1,463.35764
2,1,509.1625
0,1,274.41162
3,0,495.69064
1,1,494.7614
2,1,444.99747
2,0,543.60956
3,1,468.13525
0,1,557.40137
2,1,460.27774
2,0,582.6687
2,1,473.53165
2,1,485.6004
3,1,443.80954
3,1,442.90857
3,1,476.72903
0,1,445.93286
1,1,326.74625
0,1,456.33856
3,1,442.57068
0,1,404.13898
3,0,494.5877
1,1,474.67587
2,0,573.29333
0,1,599.9286
0,1,309.9177
3,0,598.0219
3,1,446.91162
1,1,537.3459
1,0,319.76862
1,0,266.03302
1,1,511.85413
2,1,479.05548
3,1,458.76627
1,0,276.3689
1,0,591.4238
2,0,224.80078
1,0,278.71997
2,1,447.91434
2,1,486.79214
0,1,555.7067
3,1,451.48676
3,1,456.75705
1,0,582.7881
3,0,499.41852
2,1,459.97266
2,0,496.5261
0,0,330.22623
2,1,470.0817
2,0,283.60632
2,0,559.3083
2,1,453.43066
2,1,590.7427
0,1,571.2603
2,1,423.09067
0,1,590.4452
2,0,595.29126
2,0,326.9716
0,0,569.9563
1,1,652.06775
3,1,584.15607
2,0,551.35925
2,1,443.99106
0,1,275.83038
2,1,528.0647
3,0,591.07996
2,0,574.2276
3,0,513.1749
0,1,310.34418
1,1,577.07074
2,0,283.60712
2,1,538.0192
1,1,250.06598
2,1,485.95282
3,0,445.83197
2,1,533.9597
3,1,461.44147
0,0,558.31006
0,1,513.954
3,1,460.32474
1,0,327.00058
1,1,473.16476
0,0,549.35846
2,1,471.3762
3,1,469.77713
2,0,499.88916
0,1,471.23877
0,0,449.99353
0,0,587.97064
0,0,474.5139
1,1,343.73996
1,1,542.52716
3,1,491.37357
0,0,560.2599
1,1,293.77765
2,1,513.53845
3,1,478.281
1,0,569.2233
2,1,452.19675
0,1,304.90894
1,1,586.65405
1,1,482.91406
2,0,286.6757
2,1,515.2649
3,1,558.2207
0,1,426.41278
1,1,610.0034
0,1,247.33467
2,1,501.13388
2,1,495.8589
2,1,446.97256
1,0,566.54816
2,1,240.91644
2,1,436.56427
2,0,473.07343
0,1,587.27246
2,1,476.1883
0,1,589.7043
2,1,528.3129
2,1,469.23154
2,1,249.21194
1,1,448.5864
2,1,592.93085
1,1,308.62207
3,1,445.15573
3,1,457.71402
1,1,483.853
1,1,604.0785
0,1,549.717
3,1,468.63068
1,1,525.84064
0,1,445.14633
1,1,576.81696
0,1,514.8909
2,1,545.59705
2,1,497.42014
0,1,376.70404
2,1,534.22876
2,1,431.0524
3,1,437.4749
3,1,506.45895
2,1,489.1564
0,1,471.42734
2,1,489.78564
1,0,572.458
0,0,543.6823
1,1,606.08844
1,1,355.36707
2,1,527.9372
2,1,431.9178
1,0,560.9831
3,1,535.2616
1,1,490.13397
2,1,432.11078
3,1,435.9106
2,1,458.37384
1,1,615.33417
2,1,556.673
3,1,474.12863
3,0,573.5132
0,1,290.8079
0,0,606.12164
0,1,457.37302
1,1,323.13242
0,1,319.37842
1,1,557.383
0,1,475.73642
0,0,282.71384
1,0,506.76657
0,0,467.20694
0,0,587.87213
2,1,463.162
0,0,291.4164
0,0,509.72778
2,1,440.1325
2,1,453.31775
3,1,474.33694
1,1,524.26306
0,0,314.65076
1,1,375.22977
0,0,585.9121
1,1,533.22174
0,0,591.6778
0,0,586.15045
1,1,527.4018
2,1,447.81757
0,0,573.65295
0,1,292.78683
1,1,310.968
0,0,547.48224
1,1,444.07346
3,1,457.40012
2,1,469.28662
2,1,479.42856
2,1,360.4648
2,1,276.17834
2,1,259.8842
3,1,464.0569
3,1,549.1604
2,1,473.30603
1,0,247.8765
0,1,313.76135
3,1,428.23804
1,1,566.3002
2,1,439.44897
2,1,445.01044
0,1,294.80133
1,1,284.37238
1,1,306.25232
1,1,525.8453
0,1,556.40405
3,1,442.2377
1,1,337.20663
0,0,575.16785
0,1,596.2689
3,0,441.75677
0,1,466.72852
0,0,586.3222
0,1,322.3041
2,0,587.93854
1,1,274.3478
3,1,431.65698
1,1,286.59396
3,0,462.85223
3,1,583.2719
1,0,564.6411
2,1,446.74585
1,1,460.3523
1,1,511.17053
2,1,436.5674
1,1,475.10947
3,1,471.9355
1,1,468.3561
2,0,595.5408
3,1,523.3262
2,1,564.51624
0,0,305.99493
1,0,563.41974
0,0,267.4907
0,0,493.5135
1,1,576.6935
0,0,546.0103
1,0,551.44434
2,1,433.2705
0,1,479.64432
0,0,587.8737
1,0,334.58667
3,1,277.42807
1,0,295.3055
0,1,471.26974
1,1,283.50714
0,1,441.4144
2,0,572.491
0,1,368.24985
0,1,313.36853
2,0,602.41113
2,1,441.77133
3,1,488.535
0,1,520.02576
1,1,534.97864
2,1,497.98697
1,0,317.65115
2,0,588.0474
0,0,323.8599
1,1,551.1888
1,1,568.4818
2,1,591.73285
0,0,552.38855
1,0,357.29175
0,1,327.53046
1,1,531.35547
1,1,494.03543
0,1,335.92212
2,0,239.5066
2,1,562.2441
3,1,454.41885
1,0,284.86288
1,0,571.13477
2,1,439.3087
1,1,525.9541
2,1,476.49423
2,0,491.5852
3,1,491.2281
2,1,585.95654
3,1,470.85544
0,0,594.3993
1,1,462.5308
2,1,452.22162
1,1,565.1532
2,1,441.37906
1,0,569.8945
1,1,633.5934
1,0,334.97415
1,1,546.7219
3,1,496.87442
3,1,502.64297
0,0,541.1057
0,0,575.8819
2,1,526.8122
3,1,466.04428
1,1,424.69568
3,1,477.24823
1,0,277.9221
2,1,495.54657
2,1,468.63803
1,0,586.861
1,0,563.222
0,1,476.3315
2,1,587.6598
3,1,508.7204
2,0,414.3327
3,0,449.75116
1,0,515.28595
1,1,504.6786
1,0,557.4665
3,1,536.45416
3,1,460.1167
0,0,278.2542
0,0,576.0015
2,1,469.77283
2,1,437.1219
2,0,278.96295
0,1,581.42084
2,1,577.9085
2,0,556.565
2,1,568.01324
1,1,559.2254
0,1,580.9031
0,1,261.91452
1,1,196.66714
2,1,468.35815
2,1,482.31976
3,1,449.96457
2,0,587.741
0,0,556.32764
2,0,612.63605
2,0,451.7989
1,0,291.75443
2,0,584.6873
2,0,253.04321
3,0,469.06888
2,1,270.44626
0,1,504.11536
0,1,283.35312
1,1,286.06516
0,1,263.0556
0,0,572.62354
1,1,442.9846
0,1,299.2545
1,1,564.28094
3,1,458.46402
3,1,426.43277
1,1,327.98752
0,0,582.57806
3,1,423.10477
1,1,337.20398
0,0,269.0278
2,1,406.8427
2,1,464.26416
1,1,545.7998
2,1,470.32382
2,1,463.2025
1,1,607.045
2,1,454.1404
1,1,373.63724
1,0,550.82855
1,1,283.58438
3,1,465.23053
3,1,471.1307
1,0,274.8079
1,1,346.2503
0,1,579.5778
0,1,568.16016
1,1,559.9062
1,1,444.2652
1,1,570.1014
1,1,558.406
2,1,543.30383
1,1,469.02185
1,0,581.45
3,1,446.75784
2,1,461.64398
2,1,420.0663
3,1,465.76373
1,1,357.68204
1,1,541.95465
1,1,510.2911
1,1,487.7481
3,1,471.8796
3,1,452.24066
1,1,591.6172
2,1,440.9319
3,1,433.14532
0,1,314.15982
0,0,555.9571
1,0,597.8422
0,1,462.2858
3,1,464.54303
2,0,569.13196
1,1,512.0392
1,1,595.30664
3,1,424.30942
2,1,457.33783
3,1,447.3024
0,1,549.12
1,0,592.9003
0,0,562.664
2,1,506.26675
2,1,586.7278
2,1,486.54953
3,1,472.55328
1,0,565.9239
2,1,470.04053
3,1,533.40283
1,1,580.1023
0,0,549.479
1,1,559.4314
2,1,508.81717
0,0,310.1753
2,1,486.6376
2,0,600.30084
3,0,292.97556
3,1,567.33954
1,1,300.05112
3,1,464.85522
2,0,507.32748
3,1,479.79376
1,0,323.23224
1,1,348.20676
0,1,504.07507
0,0,238.64116
2,1,484.19168
2,1,452.81372
3,1,304.4404
2,1,447.48257
1,0,582.5071
3,1,443.69485
1,1,328.52286
0,1,261.52307
0,0,583.167
1,1,585.20074
2,1,481.3349
0,1,570.70844
0,0,299.1369
3,1,467.29694
3,1,564.46906
1,0,314.48373
1,1,562.41644
0,1,543.593
0,0,505.69452
1,1,456.87607
3,0,447.59897
0,1,502.00565
0,0,258.551
2,1,488.1544
0,0,294.1003
3,1,450.623
3,1,476.25763
2,1,513.07874
2,0,318.4808
1,0,577.9915
2,1,449.6964
2,0,627.18555
1,0,601.8608
2,1,445.28952
2,1,428.97742
1,0,311.85623
1,1,496.12994
0,1,581.8633
1,1,313.76385
1,1,291.95398
0,1,285.17242
3,1,490.0992
2,1,506.9933
3,1,449.74335
0,0,590.6174
1,1,283.0864
1,1,280.09708
2,1,440.61746
0,1,435.4781
0,0,326.3766
0,0,425.92178
2,1,457.046
2,1,557.8337
2,1,461.65585
1,1,518.6726
1,1,296.73254
2,0,512.1485
1,1,470.215
2,0,261.04333
2,1,290.36884
1,0,474.08282
1,0,575.0516
2,1,548.6302
2,1,439.66302
1,0,319.26398
0,0,571.17114
3,1,470.85507
2,1,507.93918
2,1,501.33603
0,0,353.15845
1,0,567.2771
1,1,316.2569
1,0,368.10803
3,1,550.07336
2,1,563.2318
1,1,585.1512
2,0,582.57513
1,1,300.01077
0,0,602.9751
0,1,621.5648
2,1,490.5947
2,1,501.4495
1,0,535.6706
2,0,482.8732
0,1,217.13818
1,1,509.6317
2,1,476.51035
1,0,328.003
3,0,579.6011
0,0,471.21606
1,0,575.3579
0,0,611.2998
1,1,587.2875
3,1,483.09518
3,1,471.8439
0,0,261.02667
2,0,275.72345
1,1,331.65137
2,0,560.83563
1,1,294.15515
0,1,573.5122
2,1,459.5136
0,1,304.3428
2,1,453.0096
3,1,441.39212
2,1,441.90628
0,1,317.80847
2,1,294.07053
0,1,604.7696
1,0,625.4896
1,1,463.25098
2,1,525.84143
3,1,452.73465
3,1,432.31082
2,1,458.1964
2,1,567.4895
2,1,482.19556
3,1,436.5968
1,1,508.27658
0,0,585.4128
0,0,597.77673
2,1,502.08734
2,1,442.12903
0,1,598.1526
3,1,457.4963
0,1,341.1371
1,1,403.71347
2,1,468.19498
1,0,586.7894
1,0,586.6196
0,1,541.5412
3,1,588.0511
1,1,538.67126
1,0,275.9258
3,1,425.41705
0,0,462.60794
3,0,459.87555
2,1,467.84793
1,0,478.0484
3,1,498.09265
2,1,307.65094
3,0,485.66415
0,0,605.4295
2,1,555.0087
2,1,463.66934
1,1,581.64264
2,1,472.91507
0,0,607.2451
0,1,296.46655
0,0,355.9737
